,Time taken,End State Visited?,Number of states visited,Total Rewards
1,0.0019960403442382812,False,2 out of 16,-1.9
2,0.002991914749145508,False,5 out of 16,-4.68559
3,0.005985736846923828,False,6 out of 16,-8.14697981114816
4,0.001994609832763672,False,6 out of 16,-3.439
5,0.001993417739868164,False,6 out of 16,-1.9
6,0.0029985904693603516,False,6 out of 16,-3.439
7,0.000997781753540039,False,6 out of 16,-3.439
8,0.002991914749145508,False,7 out of 16,-4.68559
9,0.004987001419067383,False,7 out of 16,-4.68559
10,0.0019948482513427734,False,7 out of 16,-1.9
11,0.0019943714141845703,False,7 out of 16,-1.9
12,0.007977485656738281,False,7 out of 16,-6.5132155990000005
13,0.002004384994506836,False,7 out of 16,-3.439
14,0.0020020008087158203,False,7 out of 16,-3.439
15,0.0019960403442382812,False,7 out of 16,-3.439
16,0.0019941329956054688,False,7 out of 16,-2.71
17,0.003989458084106445,False,7 out of 16,-3.439
18,0.001996278762817383,False,7 out of 16,-3.439
19,0.000997304916381836,False,7 out of 16,-3.439
20,0.012965917587280273,False,9 out of 16,-7.175704635190002
21,0.0009982585906982422,False,9 out of 16,-1.9
22,0.003989458084106445,False,9 out of 16,-6.861894039100001
23,0.002991914749145508,False,9 out of 16,-6.5132155990000005
24,0.001994609832763672,False,9 out of 16,-3.439
25,0.003989696502685547,False,9 out of 16,-4.68559
26,0.000997304916381836,False,9 out of 16,-3.439
27,0.000997304916381836,False,9 out of 16,-1.9
28,0.0029909610748291016,False,9 out of 16,-4.68559
29,0.000997304916381836,False,9 out of 16,-3.439
30,0.002995729446411133,False,9 out of 16,-4.68559
31,0.0009970664978027344,False,9 out of 16,-1.9
32,0.0009975433349609375,False,9 out of 16,-1.9
33,0.015956640243530273,False,9 out of 16,-3.439
34,0.0029916763305664062,False,9 out of 16,-4.0951
35,0.0039899349212646484,False,9 out of 16,-5.6953279000000006
36,0.0009975433349609375,False,9 out of 16,-1.9
37,0.01496124267578125,False,9 out of 16,-9.576088417247844
38,0.0029904842376708984,False,9 out of 16,-4.68559
39,0.0019960403442382812,False,9 out of 16,-3.439
40,0.0,False,9 out of 16,-1.9
41,0.000997781753540039,False,9 out of 16,-1.9
42,0.000997304916381836,False,9 out of 16,-3.439
43,0.001994609832763672,False,9 out of 16,-4.68559
44,0.000997781753540039,False,9 out of 16,-2.71
45,0.002992391586303711,False,9 out of 16,-4.68559
46,0.0029914379119873047,False,9 out of 16,-5.6953279000000006
47,0.0029909610748291016,False,9 out of 16,-5.6953279000000006
48,0.0009970664978027344,False,9 out of 16,-1.9
49,0.0009970664978027344,False,9 out of 16,-1.9
50,0.0029916763305664062,False,9 out of 16,-3.439
51,0.000997304916381836,False,9 out of 16,-1.9
52,0.002992391586303711,False,9 out of 16,-3.439
53,0.0019948482513427734,False,9 out of 16,-3.439
54,0.003989219665527344,False,9 out of 16,-4.68559
55,0.001994609832763672,False,9 out of 16,-3.439
56,0.000997304916381836,False,9 out of 16,-1.9
57,0.005983114242553711,False,9 out of 16,-7.175704635190002
58,0.002991914749145508,False,9 out of 16,-4.68559
59,0.0009982585906982422,False,9 out of 16,-1.9
60,0.000997304916381836,False,9 out of 16,-3.439
61,0.00498652458190918,False,10 out of 16,-6.12579511
62,0.008976221084594727,False,10 out of 16,-7.712320754503902
63,0.0009970664978027344,False,10 out of 16,-3.439
64,0.0009970664978027344,False,10 out of 16,-1.9
65,0.0039904117584228516,False,10 out of 16,-4.68559
66,0.000997304916381836,False,10 out of 16,-1.9
67,0.0009970664978027344,False,10 out of 16,-1.9
68,0.004987001419067383,False,10 out of 16,-8.14697981114816
69,0.031914710998535156,False,10 out of 16,-4.68559
70,0.006981372833251953,False,10 out of 16,-7.175704635190002
71,0.0019965171813964844,False,10 out of 16,-3.439
72,0.011967658996582031,False,10 out of 16,-8.14697981114816
73,0.004987001419067383,False,10 out of 16,-5.6953279000000006
74,0.004986763000488281,False,10 out of 16,-7.175704635190002
75,0.012963294982910156,False,10 out of 16,-9.576088417247844
76,0.0019941329956054688,False,10 out of 16,-4.68559
77,0.001994609832763672,False,10 out of 16,-3.439
78,0.0,False,10 out of 16,-1.9
79,0.011971235275268555,False,10 out of 16,-8.784233454094311
80,0.004987955093383789,False,10 out of 16,-7.175704635190002
81,0.0069828033447265625,True,11 out of 16,6.5132155990000005
82,0.0009975433349609375,False,11 out of 16,-1.9
83,0.000997781753540039,False,11 out of 16,-1.9
84,0.0039899349212646484,False,11 out of 16,-5.217031
85,0.0019943714141845703,False,11 out of 16,-3.439
86,0.001995086669921875,False,11 out of 16,-1.9
87,0.006981611251831055,False,11 out of 16,-7.712320754503902
88,0.001994609832763672,False,11 out of 16,-4.0951
89,0.00498652458190918,False,11 out of 16,-7.712320754503902
90,0.000997781753540039,False,11 out of 16,-1.9
91,0.000997781753540039,False,11 out of 16,-1.9
92,0.003989219665527344,True,11 out of 16,7.175704635190002
93,0.002991914749145508,True,11 out of 16,4.68559
94,0.0019659996032714844,False,11 out of 16,-4.68559
95,0.00997304916381836,False,11 out of 16,-9.353891811077338
96,0.01196742057800293,True,11 out of 16,9.656631617970755
97,0.001995086669921875,False,11 out of 16,-1.9
98,0.003988981246948242,True,11 out of 16,6.5132155990000005
99,0.0019936561584472656,False,11 out of 16,-3.439
100,0.009953498840332031,False,11 out of 16,-8.784233454094311
101,0.005984067916870117,False,11 out of 16,-8.499053647030012
102,0.0019948482513427734,False,11 out of 16,-1.9
103,0.006981611251831055,False,11 out of 16,-8.332281830033345
104,0.002991914749145508,False,11 out of 16,-4.68559
105,0.01795053482055664,True,11 out of 16,9.576088417247844
106,0.004987955093383789,False,11 out of 16,-7.175704635190002
107,0.0039899349212646484,False,11 out of 16,-7.175704635190002
108,0.001994609832763672,False,11 out of 16,-3.439
109,0.0019941329956054688,False,11 out of 16,-3.439
110,0.001995086669921875,False,11 out of 16,-2.71
111,0.0019953250885009766,False,11 out of 16,-3.439
112,0.001993894577026367,False,11 out of 16,-3.439
113,0.0029921531677246094,False,11 out of 16,-5.6953279000000006
114,0.0019948482513427734,False,11 out of 16,-5.6953279000000006
115,0.006981849670410156,False,11 out of 16,-6.5132155990000005
116,0.003983974456787109,True,11 out of 16,5.6953279000000006
117,0.05585050582885742,True,11 out of 16,9.97261072550047
118,0.0059850215911865234,True,11 out of 16,7.175704635190002
119,0.003989458084106445,False,11 out of 16,-6.5132155990000005
120,0.0029916763305664062,True,11 out of 16,5.6953279000000006
121,0.000997304916381836,False,11 out of 16,-4.0951
122,0.000997781753540039,False,11 out of 16,-1.9
123,0.007980585098266602,False,11 out of 16,-8.499053647030012
124,0.009003400802612305,False,11 out of 16,-9.282102012308153
125,0.0010170936584472656,False,11 out of 16,-3.439
126,0.007977485656738281,True,11 out of 16,8.784233454094311
127,0.001994609832763672,False,11 out of 16,-4.68559
128,0.002991914749145508,False,11 out of 16,-5.6953279000000006
129,0.004987955093383789,False,11 out of 16,-6.5132155990000005
130,0.01198267936706543,False,11 out of 16,-9.656631617970755
131,0.001995086669921875,False,11 out of 16,-3.439
132,0.0029916763305664062,False,11 out of 16,-3.439
133,0.000997304916381836,False,11 out of 16,-1.9
134,0.0019941329956054688,False,11 out of 16,-4.68559
135,0.009973287582397461,False,11 out of 16,-7.941088679053512
136,0.0009951591491699219,False,11 out of 16,-1.9
137,0.006982088088989258,True,11 out of 16,7.175704635190002
138,0.002991914749145508,True,11 out of 16,5.6953279000000006
139,0.006980419158935547,True,11 out of 16,5.6953279000000006
140,0.0009975433349609375,False,11 out of 16,-1.9
141,0.00698089599609375,False,11 out of 16,-6.5132155990000005
142,0.001994609832763672,False,11 out of 16,-3.439
143,0.00698089599609375,True,11 out of 16,8.784233454094311
144,0.006982326507568359,False,11 out of 16,-8.499053647030012
145,0.0039882659912109375,False,11 out of 16,-7.175704635190002
146,0.00299072265625,True,11 out of 16,5.6953279000000006
147,0.0029921531677246094,True,11 out of 16,5.6953279000000006
148,0.006980419158935547,True,11 out of 16,8.784233454094311
149,0.006982326507568359,False,11 out of 16,-5.6953279000000006
150,0.003989219665527344,True,11 out of 16,4.68559
151,0.0029926300048828125,False,11 out of 16,-3.439
152,0.0029921531677246094,False,11 out of 16,-3.439
153,0.001994609832763672,False,11 out of 16,-3.439
154,0.0049860477447509766,True,11 out of 16,7.712320754503902
155,0.012966632843017578,False,11 out of 16,-9.015229097816393
156,0.01795363426208496,False,11 out of 16,-9.817519963685998
157,0.0019943714141845703,False,11 out of 16,-3.439
158,0.008977413177490234,False,11 out of 16,-9.113706188034755
159,0.0009970664978027344,False,11 out of 16,-1.9
160,0.004987239837646484,False,11 out of 16,-6.5132155990000005
161,0.0039904117584228516,False,11 out of 16,-5.6953279000000006
162,0.018664121627807617,True,11 out of 16,9.936373145588643
163,0.020945072174072266,True,11 out of 16,9.966186080864777
164,0.0029921531677246094,False,11 out of 16,-4.68559
165,0.02692890167236328,True,11 out of 16,8.14697981114816
166,0.008975982666015625,True,11 out of 16,8.784233454094311
167,0.0009987354278564453,False,11 out of 16,-1.9
168,0.007978439331054688,False,11 out of 16,-8.90581010868488
169,0.001993417739868164,False,11 out of 16,-1.9
170,0.008975028991699219,False,11 out of 16,-9.353891811077338
171,0.007968425750732422,True,11 out of 16,8.784233454094311
172,0.003988981246948242,False,11 out of 16,-5.6953279000000006
173,0.003988981246948242,False,11 out of 16,-7.175704635190002
174,0.009973526000976562,True,11 out of 16,9.015229097816393
175,0.0009975433349609375,False,11 out of 16,-1.9
176,0.0009970664978027344,False,11 out of 16,-1.9
177,0.0029914379119873047,False,11 out of 16,-5.6953279000000006
178,0.003988504409790039,True,11 out of 16,6.5132155990000005
179,0.001995563507080078,False,11 out of 16,-5.217031
180,0.0,False,11 out of 16,-1.9
181,0.003988981246948242,False,11 out of 16,-4.68559
182,0.027925729751586914,False,11 out of 16,-9.852191170585659
183,0.020943880081176758,True,11 out of 16,9.880274848174384
184,0.0009975433349609375,False,11 out of 16,-1.9
185,0.001994609832763672,False,11 out of 16,-4.68559
186,0.002991914749145508,True,11 out of 16,5.6953279000000006
187,0.009972333908081055,False,11 out of 16,-8.14697981114816
188,0.002991914749145508,False,11 out of 16,-4.68559
189,0.0019910335540771484,False,11 out of 16,-1.9
190,0.011969327926635742,True,11 out of 16,9.576088417247844
191,0.005983829498291016,True,11 out of 16,8.499053647030012
192,0.008976459503173828,True,11 out of 16,9.353891811077338
193,0.0009968280792236328,False,11 out of 16,-3.439
194,0.0039904117584228516,False,11 out of 16,-6.5132155990000005
195,0.001993894577026367,True,11 out of 16,4.68559
196,0.001995086669921875,False,11 out of 16,-1.9
197,0.006980419158935547,False,11 out of 16,-8.499053647030012
198,0.003989219665527344,False,11 out of 16,-5.6953279000000006
